nombreapellidos,partido,eleccion,year,url,nombres,apellido_paterno,apellido_materno,profesion,nacimiento,lugar_nacimiento,fallecimiento,religion,casado_dummy,cantidad_hijos
WALDO MORA LONGA,PDC,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Waldo_Mora_Longa,Waldo Manuel,Mora,Longa,Periodista,12 de Diciembre de 1942,Tocopilla,,,1,0
JAIME MULET MARTINEZ,PDC,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jaime_Mulet_Martínez,Jaime,Mulet,Martínez,Magíster en Administración de Empresas - MBA,3 de Agosto de 1963,Vallenar,,,1,3
ALBERTO ROBLES PANTOJA,PRSD,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alberto_Robles_Pantoja,Alberto,Robles,Pantoja,"Médico Cirujano, Urólogo",4 de Octubre de 1956,Santiago,,,1,cuatro
CARLOS VILCHES GUZMAN,RN,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Alfredo_Vilches_Guzmán,Carlos Alfredo,Vilches,Guzmán,Ingeniero en metalurgia,20 de Octubre de 1944,Santiago,,,1,tres
ANTONIO LEAL LABRIN,PPD,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Antonio_Leal_Labrín,Antonio,Leal,Labrín,Doctor en Filosofía,10 de Enero de 1950,Santiago,17 de Noviembre de 2021,,1,un
MARIO BERTOLINO RENDIC,RN,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Mario_Bertolino_Rendic,Mario,Bertolino,Rendic,Médico Veterinario,3 de Febrero de 1954,La Serena,,,1,0
DARIO MOLINA SANHUEZA,UDI,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Darío_Molina_Sanhueza,Darío Alexis,Molina,Sanhueza,,20 de Junio de 1966,Santiago,,,1,tres
ADRIANA MUNOZ D'ALBORA,PPD,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Adriana_Muñoz_D'Albora,Adriana Blanca Cristina,Muñoz,D'Albora,Magister en Sociología,25 de Septiembre de 1948,Santiago,,,0,0
PATRICIO WALKER PRIETO,PDC,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Patricio_Walker_Prieto,Patricio,Walker,Prieto,Abogado,28 de Abril de 1969,Santiago,,,1,cuatro
CARLOS HIDALGO GONZALEZ,ILC,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Hidalgo_González,Carlos,Hidalgo,González,,10 de Junio de 1955,,,,1,0
SAMUEL VENEGAS RUBIO,PRSD,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Samuel_Venegas_Rubio,Samuel,Venegas,Rubio,Empresario,1 de Abril de 1938,Navidad,,,1,cuatro
ALFONSO VARGAS LYNG,RN,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alfonso_Vargas_Lyng,Alfonso,Vargas,Lyng,Ingeniero,16 de Noviembre de 1951,Valparaíso,,,0,cuatro
MARCELO FORNI LOBOS,UDI,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marcelo_Forni_Lobos,Marcelo Iván,Forni,Lobos,Master en Derecho Económico y Financiero,15 de Octubre de 1967,,,,1,0
PATRICIO CORNEJO VIDAURRAZAGA,PDC,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Patricio_Cornejo_Vidaurrázaga,Patricio,Cornejo,Vidaurrázaga,Médico cirujano,17 de Octubre de 1942,Santiago,,,1,dos
GONZALO IBANEZ SANTA MARIA,UDI,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gonzalo_Ibáñez_Santa_María,Gonzalo José Salvador,Ibáñez,Santa María,Doctor en Derecho,30 de Noviembre de 1945,Valparaíso,,,1,4
RODRIGO GONZALEZ TORRES,PPD,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Rodrigo_René_González_Torres,Rodrigo,González,Torres,Doctor en Filosofía,26 de Septiembre de 1941,Viña del Mar,4 de Septiembre de 2022,,1,0
CARMEN IBANEZ SOTO,ILC,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carmen_Ibáñez_Soto,Carmen,Ibáñez,Soto,Comunicadora Social,7 de Febrero de 1959,Santiago,,,1,0
LAURA SOTO GONZALEZ,PPD,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Laura_Soto_González,Laura,Soto,González,Abogada,15 de Diciembre de 1931,,,,1,dos
ARTURO LONGTON GUERRERO,RN,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Arturo_Longton_Guerrero,Arturo,Longton,Guerrero,Abogado,25 de Junio de 1948,Limache,03 de Julio de 2015,,1,tres
JUAN BUSTOS RAMIREZ,PS,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_José_Bustos_Ramírez,Juan José,Bustos,Ramírez,Abogado,8 de Diciembre de 1935,Santiago,7 de Agosto de 2008,,1,siete
RAMON BARROS MONTERO,UDI,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ramón_José_Barros_Montero,Ramón José,Barros,Montero,Ingeniero Agrónomo,5 de Marzo de 1958,Santiago,,,0,0
ANIBAL PEREZ LOBOS,PPD,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Aníbal_Pérez_Lobos,Aníbal Patricio,Pérez,Lobos,,20 de Enero de 1948,Santa Cruz,,,1,tres
JUAN MASFERRER PELLIZZARI,UDI,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Masferrer_Pellizzari,Juan Alfonso Manuel,Masferrer,Pellizzari,Técnico en Motores a Reacción,19 de Noviembre de 1940,Angol,28 de Diciembre de 2017,,0,0
ALEJANDRA SEPULVEDA ORBENES,ILE,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alejandra_Sepúlveda_Orbenes,Alejandra,Sepúlveda,Orbenes,Médica veterinaria,13 de Noviembre de 1965,Viña del Mar,,,0,tres
EUGENIO BAUER JOUANNE,UDI,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Eugenio_Bauer_Jouanne,Eugenio,Bauer,Jouanne,Dibujante Técnico,20 de Mayo de 1947,,,,1,cuatro
ALEJANDRO GARCIA-HUIDOBRO SANFUENTES,UDI,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alejandro_García-Huidobro_Sanfuentes,Alejandro,García Huidobro,Sanfuentes,Cientista Político,19 de Abril de 1952,Santiago,,,1,cinco
ESTEBAN VALENZUELA VAN TREEK,PPD,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Esteban_Valenzuela_Van_Treek,Esteban,Valenzuela,Van Treek,Doctor en Historia Contemporánea,12 de Marzo de 1964,"Rancagua, Chile",,,1,0
IGNACIO URRUTIA BONILLA,ILC,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ignacio_Urrutia_Bonilla,Ignacio,Urrutia,Bonilla,Agricultor,16 de Septiembre de 1957,Santiago,,,1,tres
GUILLERMO CERONI FUENTES,PPD,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Guillermo_Ceroni_Fuentes,Guillermo,Ceroni,Fuentes,"Abogado, agricultor",30 de Julio de 1946,Parral,,,1,0
OSVALDO PALMA FLORES,RN,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Osvaldo_Palma_Flores,Osvaldo,Palma,Flores,Médico Cirujano,2 de Octubre de 1952,,,,0,0
JORGE TARUD DACCARETT,PPD,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Tarud_Daccarett,Jorge,Tarud,Daccarett,Egresado de Derecho,19 de Julio de 1953,Santiago,,,1,dos
PEDRO ALVAREZ-SALAMANCA BUCHI,RN,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pedro_Pablo_Álvarez-Salamanca_Büchi,Pedro Pablo,Álvarez Salamanca,Büchi,Profesor de Estado en Biología y Ciencias; Empresario Agrícola,10 de Abril de 1948,Santiago,3 de Septiembre de 2008,,1,0
PABLO LORENZINI BASSO,PDC,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pablo_Lorenzini_Basso,Pablo,Lorenzini,Basso,Doctor en Economía,25 de Octubre de 1949,Molina,,,1,dos
SERGIO CORREA DE LA CERDA,UDI,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Correa_de_la_Cerda,Sergio,Correa,de la Cerda,Agricultor,12 de Mayo de 1938,Curicó,,,0,0
BORIS TAPIA MARTINEZ,PDC,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Boris_Tapia_Martínez,Boris,Tapia,Martínez,,27 de Agosto de 1941,,,,0,0
PABLO PRIETO LORCA,ILC,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pablo_Samuel_Prieto_Lorca,Pablo Samuel,Prieto,Lorca,,4 de Mayo de 1959,Santiago,,,1,0
SERGIO AGUILO MELO,PS,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Aguiló_Melo,Sergio,Aguiló,Melo,Ingeniero Comercial,9 de Febrero de 1953,Santiago,,,1,tres
VICTOR PEREZ VARELA,UDI,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Víctor_Pérez_Varela,Víctor José,Pérez,Varela,Abogado,18 de Octubre de 1954,Santiago,,,1,0
JOSE PEREZ ARRIAGADA,PRSD,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Pérez_Arriagada,José,Pérez,Arriagada,"Técnico Agrícola, Perito Forestal",29 de Diciembre de 1940,Los Angeles,,,1,0
IVAN NORAMBUENA FARIAS,UDI,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Iván_Ernesto_Norambuena_Farías,Iván Ernesto,Norambuena,Farías,Administrador de Empresas,4 de Septiembre de 1958,Concepción,,,1,cinco
CAMILO ESCALONA MEDINA,PS,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Camilo_Escalona_Medina,Camilo,Escalona,Medina,,15 de Junio de 1955,Santiago,,,1,una
NICOLAS MONCKEBERG DIAZ,RN,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Nicolás_Monckeberg_Díaz,Nicolás,Monckeberg,Díaz,Magister,31 de Julio de 1973,Santiago,,,1,tres
FELIPE LETELIER NORAMBUENA,PPD,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Felipe_Letelier_Norambuena,Felipe,Letelier,Norambuena,Técnico Agrícola,11 de Mayo de 1956,Parral,,,1,0
ANDRES EGANA RESPALDIZA,UDI,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Andrés_Antonio_Egaña_Respaldiza,Andrés Antonio,Egaña,Respaldiza,Licenciado en Comercialización,8 de Marzo de 1947,Santiago,,,1,seis
ROSAURO MARTINEZ LABBE,ILC,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Rosauro_Martínez_Labbé,Rosauro,Martínez,Labbé,Agricultor,11 de Noviembre de 1950,Chillán,,,1,cuatro
ALEJANDRO NAVARRO BRAIN,PS,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alejandro_Navarro_Brain,Alejandro,Navarro,Brain,Profesor de Filosofía,20 de Noviembre de 1958,Santiago,,,0,seis
EDMUNDO SALAS DE LA FUENTE,PDC,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Edmundo_Salas_de_La_Fuente,Edmundo,Salas,de La Fuente,Relacionador Público,9 de Septiembre de 1936,Lota,,,1,siete
JORGE ULLOA AGUILLON,UDI,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Iván_Ulloa_Aguillón,Jorge Iván,Ulloa,Aguillón,Profesor de Historia y Geografía,15 de Septiembre de 1958,Talcahuano,,,1,0
VICTOR JEAME BARRUETO,PPD,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Víctor_Jeame_Barrueto,Víctor,Jeame,Barrueto,"Ingeniero Comercial, Economista",1 de Julio de 1953,"Madrid, España",,,1,0
FRANCISCO BAYO VELOSO,RN,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Francisco_Leandro_Bayo_Veloso,Francisco Leandro,Bayo,Veloso,Médico Cirujano,13 de Marzo de 1933,Angol,,,0,0
EDMUNDO VILLOUTA CONCHA,PDC,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Edmundo_Villouta_Concha,Edmundo,Villouta,Concha,,17 de Septiembre de 1926,Mulchén,4 de Noviembre de 2020,,1,siete
EDUARDO DIAZ DEL RIO,UDI,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Eduardo_Díaz_del_Río,Eduardo José Antonio,Díaz,del Río,Licenciado en Ciencias Jurídicas,17 de Diciembre de 1973,,,,0,dos
EUGENIO TUMA ZEDAN,PPD,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Eugenio_Tuma_Zedan,Eugenio,Tuma,Zedan,"Ingeniero comercial, Contador auditor",29 de Julio de 1945,Temuco,,,1,cuatro
FERNANDO MEZA MONCADA,PRSD,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Fernando_Meza_Moncada,Fernando,Meza,Moncada,Doctor en Medicina,14 de Julio de 1946,Temuco,,,1,0
JAIME QUINTANA LEAL,PPD,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jaime_Quintana_Leal,Jaime,Quintana,Leal,Profesor de Estado,22 de Octubre de 1967,Lautaro,,,1,dos
GERMAN BECKER ALVEAR,RN,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Germán_Becker_Alvear,Germán,Becker,Alvear,Ingeniero Civil,13 de Marzo de 1955,Temuco,,,1,tres
EDUARDO SAFFIRIO SUAREZ,PDC,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Eduardo_Saffirio_Suárez,Eduardo,Saffirio,Suárez,Licenciado en Ciencias Jurídicas y Sociales,12 de Agosto de 1958,,,,0,0
ROBERTO DELMASTRO NASO,ILC,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Roberto_Delmastro_Naso,Roberto,Delmastro,Naso,Ingeniero Forestal,17 de Octubre de 1945,Valdivia,26 de Diciembre de 2014,,1,tres
EXEQUIEL SILVA ORTIZ,PDC,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Exequiel_Silva_Ortiz,Exequiel,Silva,Ortiz,Médico Veterinario,13 de Octubre de 1963,Santiago,,Católico,0,0
GASTON VON MUHLENBROCK ZAMORA,ILC,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gastón_Von_Mühlenbrock_Zamora,Gastón,Von Mühlenbrock,Zamora,Administrador de Empresas,26 de Diciembre de 1954,Santiago,,,1,dos
ENRIQUE JARAMILLO BECKER,PPD,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Enrique_Jaramillo_Becker,Enrique,Jaramillo,Becker,"Economista Bancario, Agricultor",11 de Julio de 1937,La Unión,,,1,tres
CLAUDIO ALVARADO ANDRADE,UDI,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Claudio_Alvarado_Andrade,Claudio Patricio,Alvarado,Andrade,Ingeniero Comercial; Licenciado en Administración de Empresas,7 de Febrero de 1960,Castro,,,0,cinco
GABRIEL ASCENCIO MANSILLA,PDC,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gabriel_Ascencio_Mansilla,Gabriel,Ascencio,Mansilla,Abogado,25 de Octubre de 1953,Coyhaique,,,1,0
EDUARDO LAGOS HERRERA,PRSD,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Eduardo_Lagos_Herrera,Eduardo,Lagos,Herrera,Abogado,17 de Enero de 1967,Santiago,,,0,0
CARLOS RECONDO LAVANDEROS,UDI,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Recondo_Lavanderos,Carlos,Recondo,Lavanderos,Médico Veterinario,27 de Abril de 1954,Puerto Montt,,,1,tres
FIDEL ESPINOZA SANDOVAL,PS,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Fidel_Edgardo_Espinoza_Sandoval,Fidel Edgardo,Espinoza,Sandoval,Magíster en Desarrollo Regional,24 de Enero de 1970,,,,0,dos
JAVIER HERNANDEZ HERNANDEZ,UDI,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Javier_Ricardo_Hernández_Hernández,Javier Ricardo,Hernández,Hernández,Médico Veterinario,7 de Agosto de 1954,,,,1,seis
SERGIO OJEDA URIBE,PDC,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Ojeda_Uribe,Sergio,Ojeda,Uribe,Abogado,12 de Marzo de 1943,Riachuelo,,,1,cuatro
PABLO GALILEA CARRILLO,RN,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pablo_Galilea_Carrillo,Pablo,Galilea,Carrillo,Ingeniero Comercial,31 de Enero de 1963,Coyhaique,,,1,0
RODRIGO ALVAREZ ZENTENO,UDI,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Rodrigo_Alvarez_Zenteno,Rodrigo,Álvarez,Zenteno,Doctor en Derecho,30 de Julio de 1966,Punta Arenas,,,1,cinco
PEDRO MUNOZ ABURTO,PS,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pedro_Héctor_Muñoz_Aburto,Pedro Héctor,Muñoz,Aburto,Abogado,1 de Julio de 1944,Punta Arenas,,,1,dos
GONZALO URIARTE HERRERA,UDI,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gonzalo_Uriarte_Herrera,Gonzalo,Uriarte,Herrera,Abogado,28 de Noviembre de 1964,Santiago,,,1,cuatro
JAIME JIMENEZ VILLAVICENCIO,PDC,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jaime_Enrique_Jiménez_Villavicencio,Jaime Enrique,Jiménez,Villavicencio,Abogado,6 de Abril de 1963,Melipilla,,,1,dos
EDGARDO RIVEROS MARIN,PDC,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Edgardo_Riveros_Marín,Edgardo,Riveros,Marín,Magíster en Ciencias Políticas y Derecho Internacional Público,3 de Septiembre de 1949,Los Ángeles,,,1,dos
MARIO VARELA HERRERA,UDI,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Mario_Varela_Herrera,Mario Belarmino,Varela,Herrera,,12 de Noviembre de 1953,,,,1,0
CRISTIAN PARETO VERGARA,PDC,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Cristian_Pareto_Vergara,Cristian Pablo,Pareto,Vergara,Administrador de Empresas,19 de Octubre de 1963,Santiago,,,1,tres
CARLOS OLIVARES ZEPEDA,PDC,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Olivares_Zepeda,Carlos,Olivares,Zepeda,Médico Cirujano,25 de Mayo de 1952,Coquimbo,,,1,0
GUIDO GIRARDI LAVIN,PPD,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Guido_Girardi_Lavín,Guido,Girardi,Lavín,Médico,24 de Enero de 1961,Santiago,,,1,0
PATRICIO MELERO ABAROA,UDI,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Patricio_Melero_Abaroa,Patricio,Melero,Abaroa,Ingeniero,19 de Junio de 1956,Santiago,,,1,dos
ZARKO LUKSIC SANDOVAL,PDC,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Zarko_Luksic_Sandoval,Zarko Cosme,Luksic,Sandoval,Doctor en Derecho,6 de Mayo de 1956,Santiago,,,1,cinco
PABLO LONGUEIRA MONTES,UDI,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pablo_Longueira_Montes,Pablo,Longueira,Montes,Ingeniero Civil,12 de Agosto de 1958,Osorno,,,1,siete
IVAN MOREIRA BARROS,UDI,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Iván_Moreira_Barros,Iván,Moreira,Barros,,8 de Noviembre de 1956,Santiago,,Evangélico,1,dos
ELIANA CARABALL MARTINEZ,PDC,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Eliana_Caraball_Martínez,Eliana,Caraball,Martínez,Arquitecta,27 de Abril de 1937,Santiago,,,1,0
CRISTIAN LEAY MORAN,UDI,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Cristian_Antonio_Leay_Morán,Cristian Antonio,Leay,Morán,Ingeniero en Minas,9 de Febrero de 1954,Santiago,,,1,0
PATRICIO HALES DIB,PPD,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Patricio_Alejandro_Hales_Dib,Patricio Alejandro,Hales,Dib,Arquitecto,11 de Septiembre de 1946,Santiago,,,1,cinco
LILY PEREZ SAN MARTIN,RN,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Lily_Jovanka_Pérez_San_Martín,Lily,Pérez,San Martín,Publicista,10 de Mayo de 1963,Santiago,,,1,dos
CARLOS MONTES CISTERNAS,PS,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Montes_Cisternas,Carlos,Montes,Cisternas,,11 de Mayo de 1946,Santiago,,,1,tres
FELIPE SALABERRY SOTO,UDI,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Felipe_Salaberry_Soto,Felipe,Salaberry,Soto,Ingeniero Comercial,9 de Enero de 1966,,,,1,tres
XIMENA VIDAL LAZARO,PPD,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ximena_Vidal_Lázaro,Ximena,Vidal,Lázaro,Actriz,1 de Enero de 1955,San Antonio,,,1,2
ENRIQUE ACCORSI OPAZO,PPD,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Enrique_Accorsi_Opazo,Enrique,Accorsi,Opazo,Médico,17 de Agosto de 1948,Santiago,,,0,0
JULIO DITTBORN CORDUA,UDI,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Julio_Dittborn_Cordua,Julio,Dittborn,Cordua,Máster en Economía,19 de Octubre de 1951,Santiago,,,1,cuatro
DARIO PAYA MIRA,UDI,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Darío_Paya_Mira,Darío Guillermo,Paya,Mira,Abogado,20 de Julio de 1964,Santiago,,,1,cuatro
RODOLFO SEGUEL MOLINA,PDC,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Rodolfo_Seguel_Molina,Rodolfo,Seguel,Molina,,20 de Septiembre de 1953,,,,1,una
MARCELA CUBILLOS SIGALL,UDI,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marcela_Cubillos_Sigall,Marcela,Cubillos,Sigall,Abogada,2 de Febrero de 1967,Viña del Mar,,,1,tres
JORGE BURGOS VARELA,PDC,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Burgos_Varela,Jorge,Burgos,Varela,Abogado,24 de Junio de 1956,,,,1,tres
ALBERTO CARDEMIL HERRERA,RN,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alberto_Eugenio_Cardemil_Herrera,Alberto Eugenio,Cardemil,Herrera,Abogado,1 de Noviembre de 1945,"Chimbarongo, Chile",,,1,cuatro
CAROLINA TOHA MORALES,ILE,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carolina_Tohá_Morales,Carolina Montserrat,Tohá,Morales,Doctora en Ciencia Política,12 de Mayo de 1965,Santiago,,,0,dos
FRANCISCO ENCINA MORIAMEZ,PS,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Francisco_Encina_Moriamez,José Francisco,Encina,Moriamez,Sociólogo,18 de Noviembre de 1943,Concepción,,,1,0
ISABEL ALLENDE BUSSI,PS,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/María_Isabel_Allende_Bussi,María Isabel,Allende,Bussi,Socióloga,18 de Enero de 1945,Santiago,,,1,dos
LEOPOLDO SANCHEZ GRUNERT,PPD,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Leopoldo_Sánchez_Grunert,Bolívar Leopoldo,Sánchez,Grunert,Médico Veterinario,20 de Octubre de 1949,Santiago,,,1,0
VICTOR MANUEL REBOLLEDO GONZALEZ,PPD,diputados,2002,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Víctor_Manuel_Rebolledo_González,Víctor Manuel,Rebolledo,González,Doctor en Derecho,6 de Junio de 1949,Illapel,,,1,0
